tournament_name,start_date,end_date,center_name,center_location,pattern_name,pattern_length,pattern_volume,pattern_ratio,position,name,hometown,match_play_record,average,points,earnings,squad,score,+/-_200
PBA Players Championship - East Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,Bowlero West End,8037 Shrader Rd Richmond VA 23294 United States,,,,,94,Ryan Shafer,"Horseheads, N.Y.",'--',194.57,90,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,1,Arturo Quintero,Mexico,'2-0-0',226.37,"3,450.00",45000,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,2,Dom Barrett,"Great Bentley, England",'0-1-0',230.48,"2,325.00",15100,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,3,Kyle Sherman,"O'Fallon, Mo.",'2-1-0',222.26,"2,235.00",13000,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,4,François Lavoie,Canada,'0-1-0',223.72,"2,145.00",11000,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,5,Brad Miller,"Lees Summit, Mo.",'0-1-0',223.1,"2,055.00",10000,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,6,Keven Williams,"Roseville, CA",'--',223.18,"1,550.00",3500,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,7,Packy Hanrahan,"Wichita, Kan.",'--',221.46,"1,490.00",2600,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,8,Richie Teece,"Aldershot, Hampshire",'--',221.36,"1,430.00",2000,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,9,Dimitri Cruz,"Denton, Texas",'--',220.86,"1,370.00",1800,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,10,Stu Williams,"Pflugerville, Texas",'--',220.36,"1,310.00",1700,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,11,Shawn Maldonado,Houston,'--',219.75,"1,220.00",1350,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,12,Ildemaro Ruiz,Venezuela,'--',219.04,"1,220.00",1350,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,13,Marshal Morrison,"Wills Point, Texas",'--',217.75,"1,130.00",1200,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,14,Eric Jones,"Edmond, Okla.",'--',216.04,"1,070.00",1100,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,15,Nathan Bohr,"Austin, Texas",'--',215.32,"1,010.00",1050,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,16,Anthony Lavery-Spahr,"Pasadena, Texas",'--',213.46,950,1025,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,17,Austin Boulds,"Creal Springs, Ill.",'--',212.79,890,1000,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,18,Trey Ford III,"Bartlesville, Okla.",'--',212.07,850,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,19,Raymond Lussier,"Vancouver, BC",'--',211.96,810,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,20,AJ Chapman,"Manchester, Iowa",'--',211.07,770,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,21,Dino Castillo,"Highland Village, Texas",'--',209.39,730,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,22,Chris Barnes,"Denton, Texas",'--',208.82,690,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,23,Johnathan Norman,"Houston, Texas",'--',206.14,650,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,24,Tony Lanning,"Yukon, Okla.",'--',205.36,610,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,25,Fero Williams,"Gardena, CA",'--',205.21,570,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,26,Joseph Grondin,"San Pedro, Calif.",'--',204.04,550,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,27,Blake Demore,"Springfield, Mo.",'--',203.54,530,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,28,Xavier Guzman,"Pasadena, Texas",'--',202.54,0,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,29,Tim Gruendler,"St. Louis, Mo.",'--',201.61,490,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,30,Brennen Smith,"Wichita, KS",'--',200.25,470,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,31,Sam Butler,Texarkana,'--',199.04,450,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,32,George Duke,"Vidor, Texas",'--',199,430,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,33,Chris Sloan,Ireland,'--',198.89,410,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,34,Sean Sadat,"Houston, Texas",'--',198.29,400,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,35,Trey Brand,"Newcastle, Okla.",'--',198,390,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,36,Martin Bedford,"Gasport, New York",'--',197.82,380,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,37,Beau Peterson,"McPherson, Kan.",'--',196.29,370,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,38,Brad Brooks,"Maumelle, Ark.",'--',195,360,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,39,Joshua Garrard,"Mustang, Okla.",'--',193.57,350,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,40,Randy Hawks,"Balch Springs, Texas",'--',193,340,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,41,Lorenzo Aquiningoc,"San Antonio, TX",'--',191.86,330,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,42,Johnny Quach,Houston,'--',191.75,0,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,43,Hogan Hargrove,"Mansfield, TX",'--',191.29,310,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,44,Chris Delaney,"Frisco, Texas",'--',182.25,300,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,45,Chris Hansen,"Frisco, Texas",'--',179.82,290,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,46,Zachary Snow,"San Antonio, Texas",'--',179.21,280,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,47,Christian Morris,Brenham Texas,'--',177.54,270,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,48,Tony Angelucci,"Rockwall, TX",'--',173.54,260,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,49,Dj Lichtenwalter,Georgetown TX,'--',171.79,250,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,50,Mark Williams,"Beaumont, Texas",'--',199.19,240,0,,,
PBA Players Championship - Southwest Region Qualifier,2022-01-14T12:00:00Z,2022-01-16T12:00:00Z,AMF Garland Lanes,1950 Marketplace Dr Garland TX 75041 United States,,,,,51,David Pryor,"Allen, TX",'--',156.93,230,0,,,
PBA Players Championship Finals,2022-01-29T12:00:00Z,,Bowlero Euless,1901 West Airport Freeway Euless TX 76040 United States,,,,,1,Jason Belmonte,Australia,'2-0-0',230.2,"7,500.00",100000,,,
PBA Players Championship Finals,2022-01-29T12:00:00Z,,Bowlero Euless,1901 West Airport Freeway Euless TX 76040 United States,,,,,2,Sean Rash,"Montgomery, Ill.",'0-1-0',224,"4,500.00",60000,,,
PBA Players Championship Finals,2022-01-29T12:00:00Z,,Bowlero Euless,1901 West Airport Freeway Euless TX 76040 United States,,,,,3,Arturo Quintero,Mexico,'1-1-0',218,"3,450.00",45000,,,
PBA Players Championship Finals,2022-01-29T12:00:00Z,,Bowlero Euless,1901 West Airport Freeway Euless TX 76040 United States,,,,,4,Graham Fach,"Urbana, Ohio",'1-1-0',191.33,"2,850.00",35000,,,
PBA Players Championship Finals,2022-01-29T12:00:00Z,,Bowlero Euless,1901 West Airport Freeway Euless TX 76040 United States,,,,,5,Tommy Jones,"Simpsonville, S.C.",'0-1-0',204.5,"2,550.00",30000,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,1,Jesper Svensson,Sweden,'1-0-0',246.67,"5,000.00",20000,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,2,Packy Hanrahan,"Wichita, Kan.",'2-1-0',243.04,"3,000.00",12000,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,3,Nick Pate,"Inver Grove Heights, Minn.",'0-1-0',244.14,"2,300.00",7000,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,4,Dom Barrett,"Great Bentley, England",'0-1-0',241.24,"1,900.00",5500,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,5,Anthony Neuer,"Lewisburg, Pa.",'--',241.2,"1,700.00",4500,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,6,Bill O'Neill,"Langhorne, Pa.",'--',239.7,"1,550.00",4000,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,7,Mykel Holliman,"Collierville, Tenn.",'--',235.25,"1,490.00",3700,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,8,Kyle Troup,"Taylorsville, N.C.",'--',231.25,"1,430.00",3500,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,9,DJ Archer,"Louisville, Ky.",'0-0-0',236.33,"1,370.00",3300,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,10,EJ Tackett,"Bluffton, Ind.",'0-0-0',236.11,"1,310.00",3100,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,11,Tom Smallwood,"Saginaw, Mich.",'0-0-0',236,"1,250.00",3000,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,12,Trevor Roberts,"Crystal River, Fla.",'0-0-0',235.94,"1,190.00",2900,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,13,Brad Miller,"Lees Summit, Mo.",'0-0-0',235.5,"1,130.00",2800,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,14,Matt Ogle,"Louisville, Ky.",'0-0-0',234.44,"1,070.00",2700,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,15,Brandon Novak,"Chillicothe, Ohio",'0-0-0',233.67,"1,010.00",2600,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,16,Jason Sterner,"Rochester, N.Y.",'0-0-0',232.06,950,2500,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,17,Chris Via,"Springfield, Ohio",'0-0-0',232.75,890,2300,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,18,Frank Snodgrass,"Adrian, MI",'0-0-0',230.63,850,2200,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,19,Jake Peters,"Henderson, Nev.",'0-0-0',229.56,810,2150,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,20,Jean Perez,Puerto Rico,'0-0-0',229.31,770,2100,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,21,Martin Larsen,Sweden,'0-0-0',228.88,730,2075,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,22,Andres Gomez,"Davie, Fla.",'0-0-0',226.44,690,2050,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,23,Matt Russo,"Ballwin, Missouri",'0-0-0',225.69,650,2025,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,24,Zach Weidman,"Indianapolis, Ind.",'0-0-0',224.5,610,2000,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,25,Matt Sanders,"Evansville, Ind.",'--',230.25,570,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,26,Anthony Lavery-Spahr,"Pasadena, Texas",'--',230.17,550,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,27,Dick Allen,"Chapin, S.C.",'--',229.92,530,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,28,Graham Fach,"Urbana, Ohio",'--',229.67,510,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,29,Anthony Simonsen,Las Vegas,'--',229.58,490,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,30,Sam Cooley,Australia,'--',229.08,470,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,31,BJ Moore,"Greensburg, Pa.",'--',229,450,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,32,Paul Smith,"Madison, Conn.",'--',228.75,420,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,33,Jason Belmonte,Australia,'--',228.75,420,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,34,Michael Tang,"Blacklick, Ohio",'--',228.67,400,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,35,Michael Davidson,"Versailles, Ohio",'--',228.33,390,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,36,Richie Teece,"Aldershot, Hampshire",'--',228.25,380,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,37,Matt Kuba,"Minster, Ohio",'--',228.08,370,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,38,Wesley Low Jr.,"Palmdale, Calif.",'--',227.17,360,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,39,Keven Williams,"Roseville, CA",'--',227.08,350,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,40,Jeffery Mann,"W. Lafayette, Ind.",'--',226.92,340,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,41,Chris Barnes,"Denton, Texas",'--',226.75,330,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,42,Jakob Butturff,"Tempe, Ariz.",'--',226.67,320,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,43,AJ Chapman,"Manchester, Iowa",'--',226.33,310,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,44,AJ Johnson,"Oswego, Ill.",'--',226,300,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,45,Tom Hess,"Granger, Iowa",'--',225.83,290,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,46,Stu Williams,"Pflugerville, Texas",'--',224.92,280,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,47,François Lavoie,Canada,'--',224.67,270,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,48,Kyle Sherman,"O'Fallon, Mo.",'--',224.33,260,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,49,Wes Malott,"Fort Wayne, Ind.",'--',223.75,250,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,50,Tommy Jones,"Simpsonville, S.C.",'--',222.83,235,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,51,Cristian Azcona,Puerto Rico,'--',222.83,235,0,,,
THE STORM CUP: PBA David Small’s Best of the Best Championship,2022-02-07T12:00:00Z,2022-02-09T12:00:00Z,JAX60,3501 Wildwood Ave Jackson MI 49202 United States,Viper,39,,,52,Kurt Pilon,"Warren, Mich.",'--',221.92,220,0,,,
